#Fracture tips in a cutplane through a block of granite
#Cut plane has dimensions 43.029 by 30.039 cm
#4 columns:
#Column 1: x coordinate of fracture start (cm)
#Column 2: y coordinate of fracture start (cm)
#Column 3: x coordinate of fracture end (cm)
#Column 4: y coordinate of fracture end (cm)
36.0993839148,22.5429732935,29.7865851651,30.4391431613
12.5106732746,0.0,17.2442122303,11.1044457742
22.1145062539,0.0,19.3312456029,5.17902002150
23.8606785192,0.0,22.0188255818,3.29548048681
26.4121631079,0.0,24.9689796374,2.60179561427
39.5879986964,5.52007235930,40.0095251156,8.09595934381
38.8512702623,4.08588656467,39.5879986964,5.52007235930
38.8512702623,4.08588656467,38.8216047557,3.50768991256
37.3550292998,0.0,38.8216047557,3.50768991256
40.2169478901,3.52762338590,38.2295694015,0.0
41.1531454927,6.48475403248,40.2169478901,3.52762338590
41.1531454927,6.48475403248,43.0291552542,3.58086532240
40.0095251156,8.09595934381,41.1531454927,6.48475403248
41.9467536837,8.34061896857,41.1531454927,6.48475403248
41.8502952470,8.81454875342,42.6690738363,4.79163925915
42.6031661283,11.0644371781,43.0291552542,10.5698856077
43.0291552542,13.4017085463,42.8210800083,13.3229590219
42.5225612150,11.7594227964,43.0291552542,12.5354637785
41.6531251255,11.6927716390,42.2970236696,12.5026232861
41.9282028118,12.9871675680,42.8439712672,11.7840621601
41.8502952470,8.81454875342,42.8439712672,11.7840621601
40.7576455968,12.7421812799,41.8502952470,8.81454875342
40.0095251156,8.09595934381,41.6531251255,11.6927716390
37.8148371748,11.3985276600,40.0095251156,8.09595934381
36.3311596243,13.6159662964,37.8148371748,11.3985276600
35.8696526446,11.0076472584,35.2681669048,8.20054921149
37.4685311754,20.0440984820,35.8696526446,11.0076472584
37.4685311754,20.0440984820,38.4959823560,25.2210599231
36.8905165343,20.9587419182,34.3085371379,15.8205428657
36.8905165343,20.9587419182,41.9282028118,12.9871675680
36.0646666346,22.1617688706,36.8905165343,20.9587419182
38.4959823560,25.2210599231,36.8905165343,20.9587419182
38.4959823560,21.1359283480,39.3711265510,18.4682882109
38.4959823560,26.2375521300,38.4959823560,21.1359283480
42.0713449181,21.4848886870,41.9282028118,12.9871675680
42.6049295288,30.4391431613,42.0713449181,21.4848886870
41.3694314266,30.1599957452,43.0291552542,25.2723080801
39.0848395586,30.1173718667,43.0291552542,23.2533894686
38.4959823560,26.2375521300,39.1336761947,30.4391431613
37.0223403764,28.1964372062,43.0291552542,20.2116890909
36.4910325477,26.8433732689,38.0604347713,30.4391431613
36.0646666346,22.1617688706,36.4910325477,26.8433732689
32.8051193824,10.3918362782,36.0646666346,22.1617688706
37.8148371748,11.3985276600,43.0291552542,11.7982584043
32.8051193824,10.3918362782,37.8148371748,11.3985276600
27.6390120339,9.45855630623,32.8051193824,10.3918362782
31.4876771610,7.28565713945,28.3291656156,12.4442207141
33.5996613578,4.10027460574,36.6167525091,0.0
34.1349113895,5.41562660830,37.3550292998,0.0
35.2681669048,8.20054921149,38.8512702623,4.08588656467
31.9311558108,0.0,35.2681669048,8.20054921149
30.7248663180,5.48715160466,34.7169202344,0.0
29.8084698801,1.09249733400,30.4622878059,0.0
32.4050767360,4.54687566901,30.0556449496,0.0
32.8051193824,10.3918362782,32.4050767360,4.54687566901
28.3975680919,0.0,32.8051193824,10.3918362782
19.9544253248,21.1710247615,32.7040797711,4.14764587203
15.8780323662,13.5908295945,26.8710939452,30.4391431613
13.5441796745,10.1826637589,16.6930285443,15.9432049266
10.7287383320,3.73678489585,13.5441796745,10.1826637589
9.33303509499,0.0,10.7287383320,3.73678489585
6.71736472216,0.0,7.23404035137,0.852258078958
15.2606514615,21.0649814527,22.4343544748,30.4391431613
12.4941514919,16.5355173699,15.2606514615,21.0649814527
9.58609694740,11.3862233357,12.4941514919,16.5355173699
6.19645375220,0.0,9.58609694740,11.3862233357
2.61834898852,0.0,3.9078724496,3.39270907329
0.373987544799,0.321477623992,1.09257695441,2.09334192166
2.74490862160,7.60303261115,8.30650008777,17.6534212505
0.0,1.26194660448,2.74490862160,7.60303261115
42.2740823397,0.0,42.7684324788,2.64257716922
40.5438568531,2.77812478799,43.0291552542,0.561522551602
40.5438568531,2.77812478799,41.9471733768,2.81799173469
37.4262616213,3.48775643921,40.2169478901,3.52762338590
24.9957476410,3.87845251684,36.8043372528,3.50370321789
18.9519185216,3.63127744732,24.9957476410,3.87845251684
14.3831664301,2.61865700120,18.9519185216,3.63127744732
0.0,1.57374270738,14.3831664301,2.61865700120
0.0,8.78102574684,2.72017973336,12.2815031347
0.0,14.7135904757,2.22677829953,19.3369878522
4.45355659905,22.5294807666,9.26712127439,30.4391431613
4.45355659905,22.5294807666,6.69791804277,27.0772657972
0.0,16.1444949378,4.45355659905,22.5294807666
0.0,19.7974478123,4.59560973744,27.9635469213
0.0,23.7365422479,7.28708397648,30.4391431613
0.0,25.2409381070,3.11073833839,27.6637855165
0.0,22.3539591058,4.73666935017,30.4391431613
0.79315216936,28.7978115711,2.67643483780,30.4391431613
0.317100161505,27.3801182290,4.00519538720,29.9748632389
0.317100161505,27.3801182290,0.0,26.8883721989
0.79315216936,28.7978115711,0.317100161505,27.3801182290
1.00763713993,29.9225498314,0.79315216936,28.7978115711
1.00763713993,29.9225498314,1.53077121450,30.4391431613
1.00763713993,29.9225498314,1.17504004379,30.4391431613
0.0,29.2110874900,1.00763713993,29.9225498314
